0,3.6,0.15,3.79,0.233070866,4.74,0.181538462,4.13,0.186428571,5.28,0.176470588,5.04,0.164054054,3.79,0.193076923,2.85,0.164893617,2.97,0.173423423
30,3.9,0.166233766,4.02,0.248818898,4.85,0.207692308,4.36,0.202857143,5.5,0.204278075,5.66,0.203783784,4.08,0.2,3.12,0.2,3.27,0.200900901
60,4.28,0.179220779,4.29,0.268503937,5.22,0.224615385,4.63,0.217857143,5.81,0.219251337,5.86,0.221621622,4.26,0.215384615,3.53,0.223404255,3.5,0.218918919
90,4.4,0.173701299,4.44,0.271653543,5.165,0.213846154,4.71,0.215,5.78,0.206951872,5.75,0.2,4.4,0.223846154,3.53,0.210638298,3.62,0.20990991
