m4 : 301205.381
m2 : 226457.7505
m3 : 180384.6765
m6 : 146910.944
m5 : 116326.0935
m8 : 97180.975
m10 : 85841.878
m7 : 63799.9
m1 : 56930.693
m12 : 49710.726
m9 : 38038.238
m14 : 37323.421
m0 : 17992.227
m11 : 12929.733
m13 : 2164.762
