0 4 [0,sz=4]port 0 not in idle slot
1 4 [1,sz=4]port 1 not in idle slot
2 4 [2,sz=4]port 2 not in idle slot
3 4 [3,sz=4]port 3 not in idle slot
4 4 [4,sz=4]port 4 not in idle slot
5 4 [5,sz=4]port 5 not in idle slot
6 4 [6,sz=4]port 6 not in idle slot
7 4 [7,sz=4]port 7 not in idle slot
8 4 [8,sz=4]port 8 not in idle slot
9 4 [9,sz=4]port 9 not in idle slot
10 168 [10,sz=168]port appears in schedule 0
11 20 [11,sz=20]no underrun 0
12 6 [12,sz=6]min rep rate (port 0) = 1
13 6 [13,sz=6]min rep rate (port 0) = 2
14 6 [14,sz=6]min rep rate (port 0) = 3
15 20 [15,sz=20]no underrun 0
16 6 [16,sz=6]min rep rate (port 0) = 1
17 6 [17,sz=6]min rep rate (port 0) = 2
18 6 [18,sz=6]min rep rate (port 0) = 3
19 20 [19,sz=20]no underrun 0
20 6 [20,sz=6]min rep rate (port 0) = 1
21 6 [21,sz=6]min rep rate (port 0) = 2
22 6 [22,sz=6]min rep rate (port 0) = 3
23 20 [23,sz=20]no underrun 0
24 6 [24,sz=6]min rep rate (port 0) = 1
25 6 [25,sz=6]min rep rate (port 0) = 2
26 6 [26,sz=6]min rep rate (port 0) = 3
27 20 [27,sz=20]no underrun 0
28 6 [28,sz=6]min rep rate (port 0) = 1
29 6 [29,sz=6]min rep rate (port 0) = 2
30 6 [30,sz=6]min rep rate (port 0) = 3
31 20 [31,sz=20]no underrun 0
32 6 [32,sz=6]min rep rate (port 0) = 1
33 6 [33,sz=6]min rep rate (port 0) = 2
34 6 [34,sz=6]min rep rate (port 0) = 3
35 20 [35,sz=20]no underrun 0
36 6 [36,sz=6]min rep rate (port 0) = 1
37 6 [37,sz=6]min rep rate (port 0) = 2
38 6 [38,sz=6]min rep rate (port 0) = 3
39 20 [39,sz=20]no underrun 0
40 6 [40,sz=6]min rep rate (port 0) = 1
41 6 [41,sz=6]min rep rate (port 0) = 2
42 6 [42,sz=6]min rep rate (port 0) = 3
43 20 [43,sz=20]no underrun 0
44 6 [44,sz=6]min rep rate (port 0) = 1
45 6 [45,sz=6]min rep rate (port 0) = 2
46 6 [46,sz=6]min rep rate (port 0) = 3
47 20 [47,sz=20]no underrun 0
48 6 [48,sz=6]min rep rate (port 0) = 1
49 6 [49,sz=6]min rep rate (port 0) = 2
50 6 [50,sz=6]min rep rate (port 0) = 3
51 20 [51,sz=20]no underrun 0
52 6 [52,sz=6]min rep rate (port 0) = 1
53 6 [53,sz=6]min rep rate (port 0) = 2
54 6 [54,sz=6]min rep rate (port 0) = 3
55 20 [55,sz=20]no underrun 0
56 6 [56,sz=6]min rep rate (port 0) = 1
57 6 [57,sz=6]min rep rate (port 0) = 2
58 6 [58,sz=6]min rep rate (port 0) = 3
59 20 [59,sz=20]no underrun 0
60 6 [60,sz=6]min rep rate (port 0) = 1
61 6 [61,sz=6]min rep rate (port 0) = 2
62 6 [62,sz=6]min rep rate (port 0) = 3
63 20 [63,sz=20]no underrun 0
64 6 [64,sz=6]min rep rate (port 0) = 1
65 6 [65,sz=6]min rep rate (port 0) = 2
66 6 [66,sz=6]min rep rate (port 0) = 3
67 20 [67,sz=20]no underrun 0
68 6 [68,sz=6]min rep rate (port 0) = 1
69 6 [69,sz=6]min rep rate (port 0) = 2
70 6 [70,sz=6]min rep rate (port 0) = 3
71 20 [71,sz=20]no underrun 0
72 6 [72,sz=6]min rep rate (port 0) = 1
73 6 [73,sz=6]min rep rate (port 0) = 2
74 6 [74,sz=6]min rep rate (port 0) = 3
75 20 [75,sz=20]no underrun 0
76 6 [76,sz=6]min rep rate (port 0) = 1
77 6 [77,sz=6]min rep rate (port 0) = 2
78 6 [78,sz=6]min rep rate (port 0) = 3
79 20 [79,sz=20]no underrun 0
80 6 [80,sz=6]min rep rate (port 0) = 1
81 6 [81,sz=6]min rep rate (port 0) = 2
82 6 [82,sz=6]min rep rate (port 0) = 3
83 20 [83,sz=20]no underrun 0
84 6 [84,sz=6]min rep rate (port 0) = 1
85 6 [85,sz=6]min rep rate (port 0) = 2
86 6 [86,sz=6]min rep rate (port 0) = 3
87 20 [87,sz=20]no underrun 0
88 6 [88,sz=6]min rep rate (port 0) = 1
89 6 [89,sz=6]min rep rate (port 0) = 2
90 6 [90,sz=6]min rep rate (port 0) = 3
91 20 [91,sz=20]no underrun 0
92 6 [92,sz=6]min rep rate (port 0) = 1
93 6 [93,sz=6]min rep rate (port 0) = 2
94 6 [94,sz=6]min rep rate (port 0) = 3
95 20 [95,sz=20]no underrun 0
96 6 [96,sz=6]min rep rate (port 0) = 1
97 6 [97,sz=6]min rep rate (port 0) = 2
98 6 [98,sz=6]min rep rate (port 0) = 3
99 20 [99,sz=20]no underrun 0
100 6 [100,sz=6]min rep rate (port 0) = 1
101 6 [101,sz=6]min rep rate (port 0) = 2
102 6 [102,sz=6]min rep rate (port 0) = 3
103 20 [103,sz=20]no underrun 0
104 6 [104,sz=6]min rep rate (port 0) = 1
105 6 [105,sz=6]min rep rate (port 0) = 2
106 6 [106,sz=6]min rep rate (port 0) = 3
107 20 [107,sz=20]no underrun 0
108 6 [108,sz=6]min rep rate (port 0) = 1
109 6 [109,sz=6]min rep rate (port 0) = 2
110 6 [110,sz=6]min rep rate (port 0) = 3
111 20 [111,sz=20]no underrun 0
112 6 [112,sz=6]min rep rate (port 0) = 1
113 6 [113,sz=6]min rep rate (port 0) = 2
114 6 [114,sz=6]min rep rate (port 0) = 3
115 20 [115,sz=20]no underrun 0
116 6 [116,sz=6]min rep rate (port 0) = 1
117 6 [117,sz=6]min rep rate (port 0) = 2
118 6 [118,sz=6]min rep rate (port 0) = 3
119 20 [119,sz=20]no underrun 0
120 6 [120,sz=6]min rep rate (port 0) = 1
121 6 [121,sz=6]min rep rate (port 0) = 2
122 6 [122,sz=6]min rep rate (port 0) = 3
123 20 [123,sz=20]no underrun 0
124 6 [124,sz=6]min rep rate (port 0) = 1
125 6 [125,sz=6]min rep rate (port 0) = 2
126 6 [126,sz=6]min rep rate (port 0) = 3
127 20 [127,sz=20]no underrun 0
128 6 [128,sz=6]min rep rate (port 0) = 1
129 6 [129,sz=6]min rep rate (port 0) = 2
130 6 [130,sz=6]min rep rate (port 0) = 3
131 20 [131,sz=20]no underrun 0
132 6 [132,sz=6]min rep rate (port 0) = 1
133 6 [133,sz=6]min rep rate (port 0) = 2
134 6 [134,sz=6]min rep rate (port 0) = 3
135 20 [135,sz=20]no underrun 0
136 6 [136,sz=6]min rep rate (port 0) = 1
137 6 [137,sz=6]min rep rate (port 0) = 2
138 6 [138,sz=6]min rep rate (port 0) = 3
139 20 [139,sz=20]no underrun 0
140 6 [140,sz=6]min rep rate (port 0) = 1
141 6 [141,sz=6]min rep rate (port 0) = 2
142 6 [142,sz=6]min rep rate (port 0) = 3
143 20 [143,sz=20]no underrun 0
144 6 [144,sz=6]min rep rate (port 0) = 1
145 6 [145,sz=6]min rep rate (port 0) = 2
146 6 [146,sz=6]min rep rate (port 0) = 3
147 20 [147,sz=20]no underrun 0
148 6 [148,sz=6]min rep rate (port 0) = 1
149 6 [149,sz=6]min rep rate (port 0) = 2
150 6 [150,sz=6]min rep rate (port 0) = 3
151 20 [151,sz=20]no underrun 0
152 6 [152,sz=6]min rep rate (port 0) = 1
153 6 [153,sz=6]min rep rate (port 0) = 2
154 6 [154,sz=6]min rep rate (port 0) = 3
155 20 [155,sz=20]no underrun 0
156 6 [156,sz=6]min rep rate (port 0) = 1
157 6 [157,sz=6]min rep rate (port 0) = 2
158 6 [158,sz=6]min rep rate (port 0) = 3
159 20 [159,sz=20]no underrun 0
160 6 [160,sz=6]min rep rate (port 0) = 1
161 6 [161,sz=6]min rep rate (port 0) = 2
162 6 [162,sz=6]min rep rate (port 0) = 3
163 20 [163,sz=20]no underrun 0
164 6 [164,sz=6]min rep rate (port 0) = 1
165 6 [165,sz=6]min rep rate (port 0) = 2
166 6 [166,sz=6]min rep rate (port 0) = 3
167 20 [167,sz=20]no underrun 0
168 6 [168,sz=6]min rep rate (port 0) = 1
169 6 [169,sz=6]min rep rate (port 0) = 2
170 6 [170,sz=6]min rep rate (port 0) = 3
171 20 [171,sz=20]no underrun 0
172 6 [172,sz=6]min rep rate (port 0) = 1
173 6 [173,sz=6]min rep rate (port 0) = 2
174 6 [174,sz=6]min rep rate (port 0) = 3
175 20 [175,sz=20]no underrun 0
176 6 [176,sz=6]min rep rate (port 0) = 1
177 6 [177,sz=6]min rep rate (port 0) = 2
178 6 [178,sz=6]min rep rate (port 0) = 3
179 20 [179,sz=20]no underrun 0
180 6 [180,sz=6]min rep rate (port 0) = 1
181 6 [181,sz=6]min rep rate (port 0) = 2
182 6 [182,sz=6]min rep rate (port 0) = 3
183 20 [183,sz=20]no underrun 0
184 6 [184,sz=6]min rep rate (port 0) = 1
185 6 [185,sz=6]min rep rate (port 0) = 2
186 6 [186,sz=6]min rep rate (port 0) = 3
187 20 [187,sz=20]no underrun 0
188 6 [188,sz=6]min rep rate (port 0) = 1
189 6 [189,sz=6]min rep rate (port 0) = 2
190 6 [190,sz=6]min rep rate (port 0) = 3
191 20 [191,sz=20]no underrun 0
192 6 [192,sz=6]min rep rate (port 0) = 1
193 6 [193,sz=6]min rep rate (port 0) = 2
194 6 [194,sz=6]min rep rate (port 0) = 3
195 20 [195,sz=20]no underrun 0
196 6 [196,sz=6]min rep rate (port 0) = 1
197 6 [197,sz=6]min rep rate (port 0) = 2
198 6 [198,sz=6]min rep rate (port 0) = 3
199 20 [199,sz=20]no underrun 0
200 6 [200,sz=6]min rep rate (port 0) = 1
201 6 [201,sz=6]min rep rate (port 0) = 2
202 6 [202,sz=6]min rep rate (port 0) = 3
203 20 [203,sz=20]no underrun 0
204 6 [204,sz=6]min rep rate (port 0) = 1
205 6 [205,sz=6]min rep rate (port 0) = 2
206 6 [206,sz=6]min rep rate (port 0) = 3
207 20 [207,sz=20]no underrun 0
208 6 [208,sz=6]min rep rate (port 0) = 1
209 6 [209,sz=6]min rep rate (port 0) = 2
210 6 [210,sz=6]min rep rate (port 0) = 3
211 20 [211,sz=20]no underrun 0
212 6 [212,sz=6]min rep rate (port 0) = 1
213 6 [213,sz=6]min rep rate (port 0) = 2
214 6 [214,sz=6]min rep rate (port 0) = 3
215 20 [215,sz=20]no underrun 0
216 6 [216,sz=6]min rep rate (port 0) = 1
217 6 [217,sz=6]min rep rate (port 0) = 2
218 6 [218,sz=6]min rep rate (port 0) = 3
219 20 [219,sz=20]no underrun 0
220 6 [220,sz=6]min rep rate (port 0) = 1
221 6 [221,sz=6]min rep rate (port 0) = 2
222 6 [222,sz=6]min rep rate (port 0) = 3
223 20 [223,sz=20]no underrun 0
224 6 [224,sz=6]min rep rate (port 0) = 1
225 6 [225,sz=6]min rep rate (port 0) = 2
226 6 [226,sz=6]min rep rate (port 0) = 3
227 20 [227,sz=20]no underrun 0
228 6 [228,sz=6]min rep rate (port 0) = 1
229 6 [229,sz=6]min rep rate (port 0) = 2
230 6 [230,sz=6]min rep rate (port 0) = 3
231 20 [231,sz=20]no underrun 0
232 6 [232,sz=6]min rep rate (port 0) = 1
233 6 [233,sz=6]min rep rate (port 0) = 2
234 6 [234,sz=6]min rep rate (port 0) = 3
235 20 [235,sz=20]no underrun 0
236 6 [236,sz=6]min rep rate (port 0) = 1
237 6 [237,sz=6]min rep rate (port 0) = 2
238 6 [238,sz=6]min rep rate (port 0) = 3
239 20 [239,sz=20]no underrun 0
240 6 [240,sz=6]min rep rate (port 0) = 1
241 6 [241,sz=6]min rep rate (port 0) = 2
242 6 [242,sz=6]min rep rate (port 0) = 3
243 20 [243,sz=20]no underrun 0
244 6 [244,sz=6]min rep rate (port 0) = 1
245 6 [245,sz=6]min rep rate (port 0) = 2
246 6 [246,sz=6]min rep rate (port 0) = 3
247 20 [247,sz=20]no underrun 0
248 6 [248,sz=6]min rep rate (port 0) = 1
249 6 [249,sz=6]min rep rate (port 0) = 2
250 6 [250,sz=6]min rep rate (port 0) = 3
251 20 [251,sz=20]no underrun 0
252 6 [252,sz=6]min rep rate (port 0) = 1
253 6 [253,sz=6]min rep rate (port 0) = 2
254 6 [254,sz=6]min rep rate (port 0) = 3
255 20 [255,sz=20]no underrun 0
256 6 [256,sz=6]min rep rate (port 0) = 1
257 6 [257,sz=6]min rep rate (port 0) = 2
258 6 [258,sz=6]min rep rate (port 0) = 3
259 20 [259,sz=20]no underrun 0
260 6 [260,sz=6]min rep rate (port 0) = 1
261 6 [261,sz=6]min rep rate (port 0) = 2
262 6 [262,sz=6]min rep rate (port 0) = 3
263 20 [263,sz=20]no underrun 0
264 6 [264,sz=6]min rep rate (port 0) = 1
265 6 [265,sz=6]min rep rate (port 0) = 2
266 6 [266,sz=6]min rep rate (port 0) = 3
267 20 [267,sz=20]no underrun 0
268 6 [268,sz=6]min rep rate (port 0) = 1
269 6 [269,sz=6]min rep rate (port 0) = 2
270 6 [270,sz=6]min rep rate (port 0) = 3
271 20 [271,sz=20]no underrun 0
272 6 [272,sz=6]min rep rate (port 0) = 1
273 6 [273,sz=6]min rep rate (port 0) = 2
274 6 [274,sz=6]min rep rate (port 0) = 3
275 20 [275,sz=20]no underrun 0
276 6 [276,sz=6]min rep rate (port 0) = 1
277 6 [277,sz=6]min rep rate (port 0) = 2
278 6 [278,sz=6]min rep rate (port 0) = 3
279 20 [279,sz=20]no underrun 0
280 6 [280,sz=6]min rep rate (port 0) = 1
281 6 [281,sz=6]min rep rate (port 0) = 2
282 6 [282,sz=6]min rep rate (port 0) = 3
283 20 [283,sz=20]no underrun 0
284 6 [284,sz=6]min rep rate (port 0) = 1
285 6 [285,sz=6]min rep rate (port 0) = 2
286 6 [286,sz=6]min rep rate (port 0) = 3
287 20 [287,sz=20]no underrun 0
288 6 [288,sz=6]min rep rate (port 0) = 1
289 6 [289,sz=6]min rep rate (port 0) = 2
290 6 [290,sz=6]min rep rate (port 0) = 3
291 20 [291,sz=20]no underrun 0
292 6 [292,sz=6]min rep rate (port 0) = 1
293 6 [293,sz=6]min rep rate (port 0) = 2
294 6 [294,sz=6]min rep rate (port 0) = 3
295 20 [295,sz=20]no underrun 0
296 6 [296,sz=6]min rep rate (port 0) = 1
297 6 [297,sz=6]min rep rate (port 0) = 2
298 6 [298,sz=6]min rep rate (port 0) = 3
299 20 [299,sz=20]no underrun 0
300 6 [300,sz=6]min rep rate (port 0) = 1
301 6 [301,sz=6]min rep rate (port 0) = 2
302 6 [302,sz=6]min rep rate (port 0) = 3
303 20 [303,sz=20]no underrun 0
304 6 [304,sz=6]min rep rate (port 0) = 1
305 6 [305,sz=6]min rep rate (port 0) = 2
306 6 [306,sz=6]min rep rate (port 0) = 3
307 20 [307,sz=20]no underrun 0
308 6 [308,sz=6]min rep rate (port 0) = 1
309 6 [309,sz=6]min rep rate (port 0) = 2
310 6 [310,sz=6]min rep rate (port 0) = 3
311 20 [311,sz=20]no underrun 0
312 6 [312,sz=6]min rep rate (port 0) = 1
