Module Name,Unit,Block Name,Ports,Inferred Type,Freq[Mhz],Lines,Width,Protection,Total Signature Bits,Write Segment Size,Instantiations,Init,Interleaving,Protection Resolution,Write Segment W/O Signature Size,Width W/O Signature,Type,Words|Number of Rules, Bits/Word,Bit Enable|Slice Enable,Folded,Column Mux,Redundancy,Rows,Columns,Total Instances,Name
mem_trig_condition_amask2_shell_96x64,trig_condition_amask2,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_cfg_shell_96x64,trig_condition_cfg,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_ffu_shell_96x64,trig_condition_ffu,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_glort_shell_96x64,trig_condition_glort,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_param_shell_96x64,trig_condition_param,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_rx_shell_96x64,trig_condition_rx,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_tx_shell_96x64,trig_condition_tx,action,1r1w,RF,1225,96,72,ECC,8,72,5,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_condition_type_shell_96x64,trig_condition_type,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_trig_im_shell_2x64,trig_im,action,1r1w,FLOPS,1225,2,72,ECC,8,72,1,No,1,64,64,64,FLOPS,2,,0,0,0,0,1,1,1,
mem_trig_ip_shell_2x64,trig_ip,action,1r1w,FLOPS,1225,2,72,ECC,8,72,1,No,1,64,64,64,FLOPS,2,,0,0,0,0,1,1,1,
mem_trig_rate_lim_cfg_1_shell_16x64,trig_rate_lim_cfg_1,action,1r1w,FLOPS,1225,16,72,ECC,8,72,1,No,1,64,64,64,FLOPS,16,,0,0,0,0,1,1,1,
mem_trig_rate_lim_cfg_2_shell_16x64,trig_rate_lim_cfg_2,action,1r1w,FLOPS,1225,16,72,ECC,8,72,5,No,1,64,64,64,FLOPS,16,,0,0,0,0,1,1,1,
mem_trig_rate_lim_empty_shell_1x64,trig_rate_lim_empty,action,1r1w,FLOPS,1225,1,72,ECC,8,72,1,No,1,64,64,64,FLOPS,1,,0,0,0,0,1,1,1,
mem_trig_rate_lim_usage_shell_16x64,trig_rate_lim_usage,action,1r1w,FLOPS,1225,16,72,ECC,8,72,1,No,1,64,64,64,FLOPS,16,,0,0,0,0,1,1,1,
mem_trig_stats_shell_96x64,trig_stats,action,1r1w,RF,1225,96,72,ECC,8,72,1,No,1,64,64,64,RF,96,,0,0,0,0,1,1,1,
mem_wcm_action_cfg_shell_4096x60,wcm_action_cfg,class_gpb,1rw,SRAM,1225,4096,68,ECC,8,68,2,No,1,60,60,60,SRAM,4096,,0,0,0,0,1,1,1,
mem_wcm_action_ram_shell_1024x64,wcm_action_ram,class_gpb,1rw,SRAM,1225,1024,72,ECC,8,72,24,No,1,64,64,64,SRAM,1024,,0,0,0,0,1,1,1,
mem_wcm_data_path_buffer0_shell_6x64,wcm_data_path_buffer0,class_gpb,1r1w,FLOPS,1225,6,72,ECC,8,72,1,No,1,64,64,64,FLOPS,6,,0,0,0,0,1,1,1,
mem_wcm_data_path_buffer1_shell_22x335,wcm_data_path_buffer1,class_gpb,1r1w,RF,1225,22,383,ECC,48,383,20,No,1,64,335,335,RF,22,,0,0,0,0,1,1,1,
mem_wcm_tcam_cfg_ram_shell_1024x62,wcm_tcam_cfg_ram,class_gpb,1rw,SRAM,1225,1024,70,ECC,8,70,20,No,1,62,62,62,SRAM,1024,,0,0,0,0,1,1,1,
mem_rx_mc_cnt_shell_16x88,rx_mc_cnt,gcm,1r1w,FLOPS,1225,16,96,ECC,8,96,16,No,1,88,88,88,FLOPS,16,,0,0,0,0,1,1,1,
mem_rx_mc_sm_cnt_shell_32x26,rx_mc_sm_cnt,gcm,1r1w,FLOPS,1225,32,32,ECC,6,32,1,No,1,26,26,26,FLOPS,32,,0,0,0,0,1,1,1,
mem_rx_mc_sm_wm_shell_32x47,rx_mc_sm_wm,gcm,1rw,FLOPS,1225,32,54,ECC,7,54,1,No,1,47,47,47,FLOPS,32,,0,0,0,0,1,1,1,
mem_rx_mc_wm_shell_64x68,rx_mc_wm,gcm,1rw,RF,1225,64,76,ECC,8,76,16,No,1,68,68,68,RF,64,,0,0,0,0,1,1,1,
mem_rx_uc_cnt_shell_16x176,rx_uc_cnt,gcm,1r1w,FLOPS,1225,16,192,ECC,16,96,16,No,1,88,88,176,FLOPS,16,,0,0,0,0,1,1,1,
mem_rx_uc_sm_cnt_shell_64x26,rx_uc_sm_cnt,gcm,1r1w,FLOPS,1225,64,26,None,0,26,1,No,1,,26,26,FLOPS,64,,0,0,0,0,1,1,1,
mem_rx_uc_sm_wm_shell_64x47,rx_uc_sm_wm,gcm,1rw,FLOPS,1225,64,47,None,0,47,1,No,1,,47,47,FLOPS,64,,0,0,0,0,1,1,1,
mem_rx_uc_wm_shell_128x68,rx_uc_wm,gcm,1rw,RF,1225,128,76,ECC,8,76,16,No,1,68,68,68,RF,128,,0,0,0,0,1,1,1,
mem_tx_uc_sm_cnt_shell_72x26,tx_uc_sm_cnt,gcm,1r1w,FLOPS,1225,72,32,ECC,6,32,1,No,1,26,26,26,FLOPS,72,,0,0,0,0,1,1,1,
mem_tx_uc_sm_wm_shell_72x47,tx_uc_sm_wm,gcm,1rw,FLOPS,1225,72,54,ECC,7,54,1,No,1,47,47,47,FLOPS,72,,0,0,0,0,1,1,1,
tcam_gm_glort_cam_shell_1024x40,gm_glort_cam,action,,TCAM,1225,2048,40,,0,40,1,Yes,1,,40,40,TCAM,2048,,0,0,0,0,1,1,1,
tcam_lpm_key_cam_shell_256x65,lpm_key_cam,class_gpa,,TCAM,1225,512,65,,0,65,1,Yes,1,,65,65,TCAM,512,,0,0,0,0,1,1,1,
tcam_map_domain_tcam_shell_4096x80,map_domain_tcam,class_gpa,,TCAM,1225,8192,80,,0,80,1,Yes,1,,80,80,TCAM,8192,,0,0,0,0,1,1,1,
tcam_parser_ptype_cam_shell_64x32,parser_ptype_cam,parser,,TCAM,1225,128,32,,0,32,1,Yes,1,,32,32,TCAM,128,,0,0,0,0,1,1,1,
tcam_wcm_tcam_shell_1024x40,wcm_tcam,class_gpb,,TCAM,1225,2048,40,,0,40,20,Yes,1,,40,40,TCAM,2048,,0,0,0,0,1,1,1,
