328.00173542633115 0.0
328.95332238897754 0.0
328.95332238897754 2
328.00173542633115 2
328.00173542633115 0.0

328.95332238897754 0.0
329.904909351624 0.0
329.904909351624 7
328.95332238897754 7
328.95332238897754 0.0

329.904909351624 0.0
330.8564963142704 0.0
330.8564963142704 30
329.904909351624 30
329.904909351624 0.0

330.8564963142704 0.0
331.80808327691676 0.0
331.80808327691676 62
330.8564963142704 62
330.8564963142704 0.0

331.80808327691676 0.0
332.7596702395632 0.0
332.7596702395632 85
331.80808327691676 85
331.80808327691676 0.0

332.7596702395632 0.0
333.7112572022096 0.0
333.7112572022096 154
332.7596702395632 154
332.7596702395632 0.0

333.7112572022096 0.0
334.662844164856 0.0
334.662844164856 262
333.7112572022096 262
333.7112572022096 0.0

334.662844164856 0.0
335.6144311275024 0.0
335.6144311275024 378
334.662844164856 378
334.662844164856 0.0

335.6144311275024 0.0
336.5660180901488 0.0
336.5660180901488 518
335.6144311275024 518
335.6144311275024 0.0

336.5660180901488 0.0
337.5176050527952 0.0
337.5176050527952 887
336.5660180901488 887
336.5660180901488 0.0

337.5176050527952 0.0
338.46919201544165 0.0
338.46919201544165 1223
337.5176050527952 1223
337.5176050527952 0.0

338.46919201544165 0.0
339.42077897808804 0.0
339.42077897808804 1865
338.46919201544165 1865
338.46919201544165 0.0

339.42077897808804 0.0
340.3723659407344 0.0
340.3723659407344 2528
339.42077897808804 2528
339.42077897808804 0.0

340.3723659407344 0.0
341.32395290338087 0.0
341.32395290338087 3350
340.3723659407344 3350
340.3723659407344 0.0

341.32395290338087 0.0
342.27553986602726 0.0
342.27553986602726 4520
341.32395290338087 4520
341.32395290338087 0.0

342.27553986602726 0.0
343.22712682867365 0.0
343.22712682867365 5727
342.27553986602726 5727
342.27553986602726 0.0

343.22712682867365 0.0
344.1787137913201 0.0
344.1787137913201 7384
343.22712682867365 7384
343.22712682867365 0.0

344.1787137913201 0.0
345.1303007539665 0.0
345.1303007539665 9411
344.1787137913201 9411
344.1787137913201 0.0

345.1303007539665 0.0
346.08188771661287 0.0
346.08188771661287 12012
345.1303007539665 12012
345.1303007539665 0.0

346.08188771661287 0.0
347.0334746792593 0.0
347.0334746792593 14849
346.08188771661287 14849
346.08188771661287 0.0

347.0334746792593 0.0
347.9850616419057 0.0
347.9850616419057 18291
347.0334746792593 18291
347.0334746792593 0.0

347.9850616419057 0.0
348.9366486045521 0.0
348.9366486045521 21989
347.9850616419057 21989
347.9850616419057 0.0

348.9366486045521 0.0
349.88823556719854 0.0
349.88823556719854 26886
348.9366486045521 26886
348.9366486045521 0.0

349.88823556719854 0.0
350.8398225298449 0.0
350.8398225298449 31867
349.88823556719854 31867
349.88823556719854 0.0

350.8398225298449 0.0
351.7914094924913 0.0
351.7914094924913 37800
350.8398225298449 37800
350.8398225298449 0.0

351.7914094924913 0.0
352.74299645513776 0.0
352.74299645513776 44970
351.7914094924913 44970
351.7914094924913 0.0

352.74299645513776 0.0
353.69458341778414 0.0
353.69458341778414 51960
352.74299645513776 51960
352.74299645513776 0.0

353.69458341778414 0.0
354.64617038043053 0.0
354.64617038043053 60425
353.69458341778414 60425
353.69458341778414 0.0

354.64617038043053 0.0
355.597757343077 0.0
355.597757343077 69625
354.64617038043053 69625
354.64617038043053 0.0

355.597757343077 0.0
356.54934430572337 0.0
356.54934430572337 79675
355.597757343077 79675
355.597757343077 0.0

356.54934430572337 0.0
357.50093126836975 0.0
357.50093126836975 90818
356.54934430572337 90818
356.54934430572337 0.0

357.50093126836975 0.0
358.4525182310162 0.0
358.4525182310162 102784
357.50093126836975 102784
357.50093126836975 0.0

358.4525182310162 0.0
359.4041051936626 0.0
359.4041051936626 115347
358.4525182310162 115347
358.4525182310162 0.0

359.4041051936626 0.0
360.355692156309 0.0
360.355692156309 128936
359.4041051936626 128936
359.4041051936626 0.0

